0.09609336	-0.3949256	0.07550452	0.10233996	0.073301315	-0.20620464	-0.20388821	-0.055393293	0.16173871	-0.03376599	-0.63873535	-0.09336669	0.09767888	-0.033652984	0.21899192	-0.3277347
0.1265544	-0.5058159	0.11527645	0.3341356	-0.14410429	-0.2519452	-0.36779514	-0.11508296	0.3383241	-0.11261839	-0.5759273	-0.33702004	-0.2630575	0.03421496	0.09189197	-0.09650625
0.2776665	-0.0011502772	0.1948353	-0.20800987	-0.15372209	-0.19998103	-0.3352147	-0.04024127	0.44462973	0.20748271	-0.5495971	-0.22950491	0.051065456	0.16071881	0.10887956	-0.44591132
0.30354056	-0.33739075	-0.13430907	-0.10252728	0.11963505	0.03325884	0.043948743	-0.036591288	0.030639289	-0.14301597	-0.44458833	-0.112277776	0.0050900048	0.000615374	0.068708375	-0.2092342
0.30984512	0.05425776	-0.2536242	-0.26845595	-0.23010968	0.28539976	-0.21082145	-0.29355058	0.31129816	0.17897026	-0.47863105	-0.32842046	0.26345807	0.36206833	-0.25337702	-0.19115572
0.39981216	0.47635466	0.40780163	-0.5152058	-0.1858201	-0.2564633	-0.05543483	0.08963591	0.31614062	0.3424535	-0.42177427	0.2238792	0.37817627	0.12607309	0.1544821	-0.6409351
0.1312633	-0.35465914	0.036098417	0.24706699	-0.018429724	-0.14528337	-0.15404445	-0.05844593	0.20476833	-0.11557616	-0.6056577	-0.2296413	-0.12566951	0.06534922	0.05954748	-0.12860078
0.07944609	-0.20856135	0.13158858	0.096865214	-0.09041926	-0.10524458	-0.22913948	-0.10024273	0.29580954	0.12296019	-0.5494169	-0.15919302	0.12641808	0.061485887	0.038749784	-0.27815914
0.32826087	-0.03184387	-0.29205915	-0.43234068	0.16443239	0.33163646	0.23619239	-0.09050351	-0.22648977	0.021163756	-0.52076423	0.20714	0.53473675	-0.0008618751	0.087411985	-0.40622225
0.22896689	-0.261397	-0.11786062	-0.19940022	0.1321486	0.072743356	0.040195376	-0.053705387	-0.047019128	-0.03305544	-0.5275403	0.0076141236	0.18200223	-0.004901706	0.06993211	-0.2638676
-0.052862242	-0.5295023	0.29472798	0.18179	0.2177589	-0.40275928	0.039248444	0.2933554	-0.13287495	-0.26230845	-0.5624931	0.28358296	-0.29583785	-0.39202365	0.42668417	-0.30351844
0.03967769	-0.2644698	-0.17676145	-0.08702722	0.018150946	0.13127254	-0.0836987	-0.25511336	0.07203964	0.07796178	-0.54248196	-0.19143479	0.28911602	0.0735164	0.048008136	-0.19516806
0.59573823	-0.26710787	-0.60855305	-0.5000546	0.22567664	0.6124063	0.35841557	-0.21024649	-0.26219147	-0.3233928	-0.4404494	-0.08495534	0.37853348	0.1960645	-0.19821568	-0.048273124
